4.433720000000000000e+06,2.242700000000000000e+04,7.600000000000000000e+01,9.000000000000000000e+00,4.000000000000000000e+00,8.011500000000000000e+04,8.640000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+01
3.648535000000000000e+06,2.489700000000000000e+04,8.100000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,5.501900000000000000e+04,9.620000000000000000e+02,8.000000000000000000e+00,4.000000000000000000e+00,2.600000000000000000e+01
3.155183000000000000e+06,3.311900000000000000e+04,2.440000000000000000e+02,2.000000000000000000e+01,1.400000000000000000e+01,4.635000000000000000e+04,9.460000000000000000e+02,7.000000000000000000e+00,6.000000000000000000e+00,1.500000000000000000e+01
3.151197000000000000e+06,4.265000000000000000e+03,3.400000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00,2.639200000000000000e+04,6.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00
2.885266000000000000e+06,1.808100000000000000e+04,9.500000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,1.075700000000000000e+04,1.930000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01
2.430989000000000000e+06,4.800000000000000000e+01,3.320000000000000000e+02,3.200000000000000000e+01,0.000000000000000000e+00,6.331000000000000000e+03,1.608000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.165486000000000000e+06,6.070000000000000000e+04,9.600000000000000000e+01,1.400000000000000000e+01,2.300000000000000000e+01,2.494500000000000000e+04,1.373000000000000000e+03,3.000000000000000000e+00,3.000000000000000000e+00,1.400000000000000000e+01
1.997393000000000000e+06,3.036000000000000000e+04,3.600000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+00,4.065500000000000000e+04,3.640000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00
1.928672000000000000e+06,3.455700000000000000e+04,9.400000000000000000e+01,9.000000000000000000e+00,1.500000000000000000e+01,1.004800000000000000e+04,5.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00
1.555831000000000000e+06,6.243900000000000000e+04,8.700000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,1.480000000000000000e+04,1.131000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
1.437184000000000000e+06,2.309900000000000000e+04,8.100000000000000000e+01,7.000000000000000000e+00,4.000000000000000000e+00,1.329500000000000000e+04,4.800000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00
1.318704000000000000e+06,1.313000000000000000e+04,1.055000000000000000e+02,1.300000000000000000e+01,0.000000000000000000e+00,1.904200000000000000e+04,3.960000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01
1.237275000000000000e+06,2.876300000000000000e+04,1.100000000000000000e+02,1.300000000000000000e+01,1.500000000000000000e+01,9.806000000000000000e+03,1.149000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00
1.213082000000000000e+06,6.906800000000000000e+04,7.000000000000000000e+01,1.200000000000000000e+01,1.000000000000000000e+00,1.456400000000000000e+04,1.030000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01
1.205719000000000000e+06,4.391500000000000000e+04,1.190000000000000000e+02,1.000000000000000000e+01,1.400000000000000000e+01,9.331000000000000000e+03,5.730000000000000000e+02,3.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01
1.204279000000000000e+06,1.351000000000000000e+04,7.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,1.410900000000000000e+04,1.370000000000000000e+02,4.000000000000000000e+00,2.000000000000000000e+00,4.500000000000000000e+00
1.074577000000000000e+06,1.143400000000000000e+04,3.300000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+00,4.351000000000000000e+03,3.750000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00
9.508050000000000000e+05,8.568000000000000000e+03,5.100000000000000000e+01,5.000000000000000000e+00,4.000000000000000000e+00,9.407000000000000000e+03,4.930000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00
9.386310000000000000e+05,5.800000000000000000e+01,1.610000000000000000e+02,2.700000000000000000e+01,0.000000000000000000e+00,3.477000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+00
8.353540000000000000e+05,2.195000000000000000e+04,3.500000000000000000e+01,3.500000000000000000e+00,2.000000000000000000e+00,2.153000000000000000e+03,1.146000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
6.801180000000000000e+05,2.142300000000000000e+04,3.800000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,7.561000000000000000e+03,4.130000000000000000e+02,4.000000000000000000e+00,3.000000000000000000e+00,2.800000000000000000e+01
6.772070000000000000e+05,3.314200000000000000e+04,8.800000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,6.255000000000000000e+03,5.320000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00,1.500000000000000000e+01
6.555970000000000000e+05,5.876000000000000000e+03,5.900000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00,1.602000000000000000e+04,2.200000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01
6.516360000000000000e+05,2.656900000000000000e+04,6.100000000000000000e+01,9.000000000000000000e+00,7.000000000000000000e+00,6.861000000000000000e+03,8.410000000000000000e+02,6.000000000000000000e+00,4.000000000000000000e+00,1.200000000000000000e+01
6.132490000000000000e+05,4.186200000000000000e+04,9.300000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,7.651000000000000000e+03,3.010000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00
6.087100000000000000e+05,9.241000000000000000e+03,5.600000000000000000e+01,6.000000000000000000e+00,1.400000000000000000e+01,5.575000000000000000e+03,1.930000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00
6.082390000000000000e+05,7.189000000000000000e+03,8.700000000000000000e+01,7.000000000000000000e+00,1.100000000000000000e+01,6.521000000000000000e+03,3.280000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
6.082280000000000000e+05,2.342600000000000000e+04,1.160000000000000000e+02,1.200000000000000000e+01,6.000000000000000000e+00,7.001000000000000000e+03,5.960000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00
5.543140000000000000e+05,4.094900000000000000e+04,3.700000000000000000e+01,6.000000000000000000e+00,9.000000000000000000e+00,5.544000000000000000e+03,5.600000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00
5.280720000000000000e+05,8.209000000000000000e+03,4.800000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,3.082000000000000000e+03,1.890000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
5.260530000000000000e+05,1.080000000000000000e+02,1.110000000000000000e+02,7.000000000000000000e+00,0.000000000000000000e+00,5.807000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+00
4.962510000000000000e+05,3.311700000000000000e+04,4.400000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,8.494000000000000000e+03,9.100000000000000000e+02,5.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00
4.815090000000000000e+05,6.334000000000000000e+03,4.100000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,6.424000000000000000e+03,2.710000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00
4.685110000000000000e+05,1.624700000000000000e+04,5.700000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,5.461000000000000000e+03,2.980000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01
4.653020000000000000e+05,1.094700000000000000e+04,5.300000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,4.501000000000000000e+03,3.030000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.619080000000000000e+05,5.309000000000000000e+03,4.400000000000000000e+01,5.000000000000000000e+00,1.500000000000000000e+01,5.033000000000000000e+03,1.890000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01
4.462570000000000000e+05,2.437800000000000000e+04,8.450000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00,3.617000000000000000e+03,1.560000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
4.421090000000000000e+05,5.048000000000000000e+03,1.225000000000000000e+02,1.550000000000000000e+01,0.000000000000000000e+00,1.933800000000000000e+04,1.930000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00
4.247860000000000000e+05,9.894000000000000000e+03,9.950000000000000000e+01,1.450000000000000000e+01,1.000000000000000000e+00,9.958000000000000000e+03,2.630000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00
4.182570000000000000e+05,9.300000000000000000e+01,6.950000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00,2.110000000000000000e+02,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
4.177150000000000000e+05,1.129500000000000000e+04,4.300000000000000000e+01,1.000000000000000000e+01,1.100000000000000000e+01,6.567000000000000000e+03,2.060000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00
3.839950000000000000e+05,8.357000000000000000e+03,8.600000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+00,2.307000000000000000e+03,8.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00
3.706730000000000000e+05,3.067600000000000000e+04,1.450000000000000000e+02,2.000000000000000000e+00,7.000000000000000000e+00,7.983000000000000000e+03,1.694000000000000000e+03,1.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00
3.630120000000000000e+05,7.292000000000000000e+03,6.600000000000000000e+01,5.000000000000000000e+00,7.000000000000000000e+00,4.060000000000000000e+03,3.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01
3.466430000000000000e+05,1.949700000000000000e+04,6.100000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,2.038000000000000000e+03,3.490000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00
